name,address,distance,distance_type,rating,capaciity,area,price
Tuy?t Hoa Hïn B? Bungalow,Da Lat,6.5,km,9,3 adult,10m˝,"1,216,000"
Silent Night Dem Lanh Hotel,"Xuan Huong Lake, Da Lat",0.6,km,8.8,3 adult,null,"1,180,000"
U&M Sweet Home apartment,Da Lat,3,km,null,3 adult,null,"936,000"
AMIGO HOMESTAY DALAT,"Xuan Huong Lake, Da Lat",400,m,9.4,3 adult,null,"621,000"
Ban Mai Hotel,"Xuan Huong Lake, Da Lat",2,km,9,3 adult,null,"910,000"
Pi Hostel,"Xuan Huong Lake, Da Lat",400,m,8.9,3 adult,24m˝,"1,070,000"
Muong Thanh Holiday Da Lat Hotel,"Xuan Huong Lake, Da Lat",150,m,7.4,3 adult,null,"3,628,800"
L'amie Hotel & Studio,"Xuan Huong Lake, Da Lat",0.7,km,8.6,3 adult,null,"611,800"
HOME,Da Lat,1.4,km,null,3 adult,null,"2,450,000"
DÉu Camping BBQ ?Ö L?t,Da Lat,1.2,km,10,3 adult,null,"1,200,000"
Banla Boutique Hotel,"Xuan Huong Lake, Da Lat",2.8,km,9.2,3 adult,null,"2,600,000"
DN Hotel,Da Lat,1.1,km,9.4,3 adult,null,"700,000"
Steed Hotel ?Ö L?t,Da Lat,2.9,km,9.4,3 adult,null,"810,000"
Hotel Thanh Nhung,Da Lat,1.1,km,9.9,3 adult,null,"769,734"
NhÖ B?p,Da Lat,2.2,km,9.8,3 adult,null,"800,000"
Love Hill Resort,Da Lat,4.9,km,8.9,3 adult,null,"1,044,000"
Le Gia Hotel,Da Lat,1.2,km,8.5,3 adult,null,"675,450"
Homestay Dalat Xinh,"Xuan Huong Lake, Da Lat",0.7,km,9.3,3 adult,null,"497,500"
River Prince Hotel,"Xuan Huong Lake, Da Lat",400,m,7,3 adult,null,"2,800,000"
Dalat Palace Heritage Hotel,"Xuan Huong Lake, Da Lat",0.8,km,8.1,3 adult,null,"7,610,760"
La Vie En Rose Villa,Da Lat,1.8,km,8.5,3 adult,null,"1,530,000"
Du Parc Hotel Dalat,"Xuan Huong Lake, Da Lat",0.7,km,7.8,3 adult,null,"2,752,816"
SANDALS FLORA HOTEL,"Xuan Huong Lake, Da Lat",30,m,7.7,3 adult,null,"2,518,380"
Bliss House ?Ö L?t,Da Lat,3.2,km,10,3 adult,250m˝,"5,100,000"
Mina Thien Ha,Da Lat,0.8,km,8.2,3 adult,null,"450,000"
Villa Trung Ngh?a 30,Da Lat,4,km,null,3 adult,30m˝,"3,996,000"
Nguyàn c?n Homestay V??n Lan Zalo 0'3'5'5'9'6'6730,Da Lat,1.9,km,null,3 adult,130m˝,"752,400"
WoodenHouse,Da Lat,8.3,km,10,3 adult,null,"1,445,000"
BiM's STAY,Da Lat,1.1,km,null,3 adult,270m˝,"5,000,000"
Anh Trang Homestay,Da Lat,1,km,7.8,3 adult,null,"495,000"
Family/group's nest in Dalat. Modern country house,Da Lat,1.5,km,null,3 adult,null,"2,040,000"
Green Valley Hotel,Da Lat,1.4,km,6.3,3 adult,null,"788,854"
SÉu Moon House,Da Lat,1.2,km,null,3 adult,null,"495,000"
M.A.P HOME,Da Lat,3,km,5.5,3 adult,56m˝,"2,800,000"
Dream Boutique Hotel,Da Lat,2.9,km,8.2,3 adult,null,"3,392,775"
NGUY?N C?N HOMESTAY 160m2,Da Lat,1.9,km,null,3 adult,null,"2,808,000"
Tuan Vu Coffee Home Da Lat,Da Lat,0.9,km,null,3 adult,null,"28,500,000"
Tigon Dalat Hostel,"Xuan Huong Lake, Da Lat",1.7,km,9,3 adult,null,"100,000"
Villa Tuan Vu Da Lat Majestic,Da Lat,5,km,null,3 adult,null,"388,080"
Kh†ch s?n ?Ö L?t View - Villa ?Ö L?t,"Xuan Huong Lake, Da Lat",300,m,null,3 adult,null,"1,718,000"
Zen Cafe Lakeside,"Tuyen Lam Lake, Da Lat",4.9,km,9.1,3 adult,null,"2,755,000"
Cafe View House 3,Da Lat,1.8,km,null,3 adult,null,"608,000"
Villa Tuan Vu Da Lat Grand,Da Lat,5,km,9,3 adult,null,"388,080"
Mercure Dalat Resort,"Xuan Huong Lake, Da Lat",2.5,km,8.9,3 adult,null,"5,849,300"
Ngo?c ?ìng Ph??ng Villa Home,Da Lat,3.5,km,9.5,3 adult,null,"1,336,500"
Jade's House,Da Lat,1.5,km,9.3,3 adult,250m˝,"3,000,000"
Bi?t th? Golden Hill,Da Lat,1.4,km,null,3 adult,120m˝,"2,300,000"
Kh†ch s?n ChÉu Giang 2,"Xuan Huong Lake, Da Lat",300,m,10,3 adult,100m˝,"4,000,000"
Bich Khue Hotel,Da Lat,1.1,km,5,3 adult,null,"440,999"
NhÖ Xinh,Da Lat,2.3,km,1,3 adult,null,"2,000,000"
Hoa S?n ?i?n Viàn Homestay,Da Lat,10.9,km,8,3 adult,20m˝,"1,610,000"
Eudora House 1 - Ph?m Ng?c th?ch,Da Lat,0.7,km,null,3 adult,null,"1,392,130"
Moon The House,"Xuan Huong Lake, Da Lat",2,km,null,3 adult,null,"2,100,000"
Homestay V??n Tóng,Da Lat,2.2,km,7.2,3 adult,null,"708,750"
Thu Linh Homestay,"Xuan Huong Lake, Da Lat",1.6,km,9.3,3 adult,350m˝,"2,500,000"
Tan Hai House ?Ö L?t,Da Lat,1.3,km,null,3 adult,null,"1,440,000"
HÖ Linh,"Xuan Huong Lake, Da Lat",0.7,km,8.2,3 adult,null,"500,000"
ViAn Homestay,Da Lat,1.5,km,10,3 adult,null,"540,000"
Six Six Garden,Da Lat,1.2,km,8.5,3 adult,null,"1,000,000"
Sweet Dream Hotel & Villa,"Xuan Huong Lake, Da Lat",2.1,km,9,3 adult,null,"748,000"
HO?NG LONG HOMESTAY ?? L?T,Da Lat,2.9,km,9.1,3 adult,null,"570,000"
NGUY?N C?N HOMESTAY-ZALO 0387139765,Da Lat,1.7,km,null,3 adult,null,"1,776,000"
Dalat DreamStay,Da Lat,0.8,km,null,3 adult,125m˝,"2,500,000"
BIDV HOTEL DALAT,"Xuan Huong Lake, Da Lat",0.7,km,null,3 adult,null,"1,800,000"
1995 HOUSE,Da Lat,1,km,8.9,3 adult,null,"500,000"
V??n Lan Homestay ?Ö L?t,Da Lat,2.1,km,6.7,3 adult,null,"427,680"
Kumi house,Da Lat,1.7,km,null,3 adult,null,"2,000,000"
Tom?s House,"Xuan Huong Lake, Da Lat",0.8,km,8,3 adult,null,"800,000"
Kan House,Da Lat,0.8,km,null,3 adult,null,"630,000"
Kumi House,Da Lat,1.7,km,null,3 adult,null,"1,200,000"
M? Li?u's House,Da Lat,2.9,km,null,3 adult,null,"3,000,000"
Family Homestay Dalat Casa,Da Lat,1.5,km,9.1,3 adult,null,"1,296,000"
Homestay Green Valley 2PN,Da Lat,12.6,km,null,3 adult,120m˝,"2,800,000"
Kh†ch s?n mini Khang Th?nh,Da Lat,2.1,km,9.3,3 adult,null,"500,000"
J?taime Little Paris 1,Da Lat,3,km,null,3 adult,null,"2,200,000"
Tan Hai House,Da Lat,1.3,km,null,3 adult,null,"1,620,000"
Lavini House,Da Lat,3.8,km,9.6,3 adult,80m˝,"1,614,600"
Vietsovpetro Hotel Dalat,"Xuan Huong Lake, Da Lat",2.5,km,5.8,3 adult,null,"3,600,000"
The Fuji Villa,Da Lat,3,km,7.4,3 adult,null,"4,300,000"
Happy Bunny homestay,Da Lat,3,km,10,3 adult,null,"483,693"
Pensee Guesthouse,Da Lat,2.9,km,8.7,3 adult,null,"418,950"
Ngo?c Thu?y Hotel,Da Lat,1.4,km,10,3 adult,null,"650,000"
L'secret Garden Dalat,Da Lat,2.1,km,9.7,3 adult,32m˝,"800,000"
HELIA ROT'S,Da Lat,1.7,km,null,3 adult,null,"1,800,000"
Suri?s Apartment - Suri?s House 2,Da Lat,1.3,km,8.5,3 adult,null,"1,200,000"
NhÖ B? Homestay ?Ö L?t,Da Lat,0.8,km,10,3 adult,null,"809,100"
Nguyàn c?n ?Ö L?t (0989509512),Da Lat,1.9,km,null,3 adult,null,"1,750,000"
Mai Khanh Hotel,"Xuan Huong Lake, Da Lat",0.7,km,null,3 adult,null,"1,066,681"
Special Old French House-Mountain City View with Garden-Dreamer's home Da Lat,Da Lat,1,km,5,3 adult,100m˝,"1,520,000"
Motel Khìng Gian Xanh,Da Lat,2.3,km,6.7,3 adult,null,"588,000"
Ti?n Thanh House,Da Lat,0.6,km,null,3 adult,150m˝,"2,160,000"
?Ö L?t Mega Sky Hotel,Da Lat,4.2,km,8.7,3 adult,null,"1,100,000"
Kh†nh Minh Hotel,Da Lat,1.4,km,null,3 adult,null,"529,000"
Thu Linh Villa,Da Lat,2.1,km,10,3 adult,null,"2,500,000"
AN VILLA,Da Lat,2.7,km,null,3 adult,225m˝,"3,325,000"
Q HOME ?Ö L?t,"Xuan Huong Lake, Da Lat",1.9,km,9.2,3 adult,250m˝,"1,100,000"
Ng?c Nguyàn Homestay,Da Lat,1.6,km,9.8,3 adult,null,"526,902"
TÉn Anh House,"Xuan Huong Lake, Da Lat",1.3,km,8,3 adult,300m˝,"1,680,000"
The Fuji Villa - Blue Villa,Da Lat,3,km,10,3 adult,null,"6,500,000"
Suri's House Homestay,"Xuan Huong Lake, Da Lat",400,m,8.3,3 adult,null,"800,000"
Villa Trung ngh?a 28,"Xuan Huong Lake, Da Lat",2.9,km,null,3 adult,30m˝,"3,960,000"
B?ch TrÖ Villa,Da Lat,4.3,km,9,3 adult,null,"966,000"
MENTO Villa ?Ö L?t,Da Lat,3.5,km,8,3 adult,000m˝,"3,000,000"
Little Ch†i Nho ?Ö L?t,Da Lat,0.8,km,10,3 adult,null,"2,080,000"
LÇmon House,Da Lat,3.4,km,null,3 adult,40m˝,"1,530,000"
Golden Hills Villa ?Ö L?t,Da Lat,1.4,km,6,3 adult,280m˝,"1,960,000"
Passion Homestay,Da Lat,1.9,km,7.6,3 adult,40m˝,"610,000"
Peach Valley Hotel Dalat,"Xuan Huong Lake, Da Lat",1.5,km,8.5,3 adult,null,"2,527,000"
Les Flocons Home 3 - ?Ö L?t,Da Lat,1.9,km,null,3 adult,null,"1,425,000"
HANZ Alley Thien Nien Ky Hotel Dalat,Da Lat,1,km,6.9,3 adult,null,"541,179"
Funny Home,Da Lat,1.2,km,null,3 adult,null,"1,296,000"
L? ?Ö L?t Homestay,Da Lat,1.7,km,null,3 adult,null,"1,300,000"
J?taime,Da Lat,2.6,km,null,3 adult,null,"680,000"
NhÖ An Cozy,Da Lat,1.6,km,9,3 adult,100m˝,"1,976,652"
Luna Home 2,Da Lat,450,m,null,3 adult,null,"550,000"
Joy Villa,"Xuan Huong Lake, Da Lat",1.7,km,8.2,3 adult,22m˝,"2,000,000"
Coc Coc Hostel,Da Lat,2.8,km,8.6,3 adult,null,"400,000"
Kh†ch S?n Thanh Bçnh,"Xuan Huong Lake, Da Lat",300,m,7.6,3 adult,null,"750,000"
Kh†ch S?n DaLatView - C†ch Ch? ?Ö L?t Ch? 20mÇt,"Xuan Huong Lake, Da Lat",150,m,null,3 adult,26m˝,"1,298,000"
Kh†ch S?n Hallo ?Ö L?t,Da Lat,0.7,km,10,3 adult,null,"585,000"
Guitar's house n more,Da Lat,2,km,null,3 adult,75m˝,"2,400,000"
S?n Hóng Hotel ?Ö L?t,"Xuan Huong Lake, Da Lat",400,m,6.8,3 adult,null,"826,880"
Ami Hotel Dalat,Da Lat,1.3,km,6.4,3 adult,null,"1,620,000"
Minh Quan Hotel,"Xuan Huong Lake, Da Lat",0.6,km,8.7,3 adult,null,"746,978"
Thuy Hoang Nguyen Resort & Spa,Da Lat,8.6,km,8,3 adult,null,"1,800,000"
Tuan Vu Bao Long Da Lat,Da Lat,0.9,km,null,3 adult,null,"38,000,000"
Villa Golden Hills ?Ö L?t,Da Lat,1.4,km,7,3 adult,null,"3,200,000"
DVHome DaLat,Da Lat,1.4,km,null,3 adult,90m˝,"1,732,500"
NhÖ ngh? ChÉu Giang ?Ö L?t,"Xuan Huong Lake, Da Lat",400,m,6.4,3 adult,null,"656,100"
An Son Lake view apartment- sunset view- Dreamer's Home Da Lat,Da Lat,1.9,km,1,3 adult,null,"935,000"
Homestay Da Quy,Da Lat,1,km,9.3,3 adult,null,"550,000"
Happy apartment,Da Lat,1.4,km,null,3 adult,60m˝,"900,000"
Kim Nhung Hotel,Da Lat,1,km,9,3 adult,null,"600,000"
Tr?m D?ng Chill,Da Lat,2.7,km,null,3 adult,15m˝,"1,040,400"
Su Apartment,Da Lat,1.2,km,null,3 adult,70m˝,"1,360,000"
Maison de Fleurs - Ngìi NhÖ Hoa,"Xuan Huong Lake, Da Lat",2.8,km,9.5,3 adult,null,"640,000"
Binh An Village Resort,"Tuyen Lam Lake, Da Lat",6.4,km,8.2,3 adult,null,"6,480,000"
Dalat 1A.M,Da Lat,1.1,km,8.8,3 adult,100m˝,"1,428,000"
Lavender Tim,Da Lat,0.7,km,9,3 adult,null,"629,973"
OYO 1154 Mat Troi Vang Dalat Hotel,Da Lat,1.1,km,9,3 adult,null,"481,482"
Gem Villa ?Ö L?t,Da Lat,4.1,km,null,3 adult,250m˝,"3,200,000"
B18 GOLDEN HILLS ?? L?T,Da Lat,1.4,km,null,3 adult,null,"2,268,000"
Q?s house,Da Lat,1.4,km,1,3 adult,null,"4,050,000"
Kh†ch s?n TÉn An ?Ö L?t,"Xuan Huong Lake, Da Lat",0.8,km,9,3 adult,null,"540,000"
May Home,"Xuan Huong Lake, Da Lat",350,m,8.5,3 adult,30m˝,"1,080,000"
House ?? ng?ng ho?t ??ng!,Da Lat,2.8,km,null,3 adult,300m˝,"1,040,000"
Lan M?nh Hotel,"Xuan Huong Lake, Da Lat",2.2,km,9.7,3 adult,null,"453,600"
HO?NG DI?U DALAT,"Xuan Huong Lake, Da Lat",250,m,7.7,3 adult,null,"590,000"
Villa Tuan Vu Da Lat Group,Da Lat,5,km,7,3 adult,null,"480,150"
Chivo Homestay,Da Lat,1.7,km,9,3 adult,200m˝,"1,008,000"
?.A.N Homestay,Da Lat,2.7,km,null,3 adult,30m˝,"864,000"
An AN Diamond Hotel,Da Lat,2.7,km,7.4,3 adult,null,"630,000"
Villa m?u tÉm,Da Lat,2,km,null,3 adult,25m˝,"3,500,000"
Villa Minh Tuyet Dalat,Da Lat,2.3,km,10,3 adult,null,"999,000"
? Homestay,Da Lat,1,km,9.6,3 adult,null,"918,000"
Homestay Odile,Da Lat,12.2,km,1,3 adult,300m˝,"4,500,000"
Arum House,Da Lat,1.7,km,null,3 adult,null,"2,500,000"
NhÖ Rum Rìn,Da Lat,1.4,km,9.4,3 adult,140m˝,"1,440,000"
1995 HOME,"Xuan Huong Lake, Da Lat",0.6,km,8.8,3 adult,100m˝,"2,551,500"
Sustainations Villa Lan Anh Resort Dalat,"Tuyen Lam Lake, Da Lat",4.1,km,6.6,3 adult,000m˝,"6,000,000"
Villa trung ngh?a 29,Da Lat,2.6,km,null,3 adult,25m˝,"4,195,800"
OYO 1172 Tai Loc Hotel,"Xuan Huong Lake, Da Lat",0.7,km,3.8,3 adult,null,"448,261"
Hanoi Amsterdam Condotel,Da Lat,1.6,km,8,3 adult,null,"2,125,850"
B?o ChÉu Villa & Coffee ?Ö L?t,Da Lat,4.7,km,9.5,3 adult,null,"781,890"
H??ng Th?o Holic,"Xuan Huong Lake, Da Lat",200,m,null,3 adult,null,"2,414,700"
Homestay _ nguyàn c?n,Da Lat,1,km,null,3 adult,120m˝,"2,800,000"
Anh ?Öo Villa ?Ö L?t,Da Lat,1.1,km,8,3 adult,160m˝,"2,125,000"
WARM HOUSE IN DALAT,Da Lat,1.2,km,null,3 adult,null,"1,500,000"
Trung Ngh?a Villa 27,Da Lat,1.6,km,null,3 adult,300m˝,"3,596,400"
My Nguyen Homestay Da Lat,Da Lat,1.2,km,9,3 adult,null,"432,000"
La Soul Homestay,Da Lat,1.6,km,10,3 adult,40m˝,"552,500"
Homestay Dia Du,"Xuan Huong Lake, Da Lat",1.6,km,8,3 adult,null,"450,000"
CSLTDL & Coffee sÉn v??n V??ng B?o Long ?Ö L?t,Da Lat,1.9,km,9.4,3 adult,null,"700,000"
Little Ch†i Nho Homestay,Da Lat,0.8,km,9.6,3 adult,null,"495,000"
Mee House DL,Da Lat,1.9,km,null,3 adult,null,"1,260,000"
Moc Nhien Hostel Da Lat,Da Lat,1,km,9.2,3 adult,null,"900,000"
Rose House,Da Lat,1.3,km,8,3 adult,null,"500,000"
2homedalat,Da Lat,2.1,km,null,3 adult,null,"4,500,000"
La Fleur Premium Central Apartment,"Xuan Huong Lake, Da Lat",0.7,km,9.4,3 adult,70m˝,"3,479,900"
Homestay Bao Chau,Da Lat,1.5,km,4.5,3 adult,300m˝,"1,800,000"
Helo Rot?s Villa,Da Lat,1.7,km,null,3 adult,null,"3,500,000"
L?ng Ch?ng House,Da Lat,10.8,km,8.3,3 adult,40m˝,"904,400"
Con Mäo BÇo,Da Lat,0.8,km,8.5,3 adult,null,"476,100"
Delen House,Da Lat,1.3,km,10,3 adult,40m˝,"1,200,000"
M?c Nhiàn Homestay ?Ö L?t,Da Lat,1.4,km,null,3 adult,null,"850,000"
Tuan Long Da Lat Hostel,Da Lat,1.4,km,8.9,3 adult,null,"646,000"
Casa Villa - Dalat Valley View,Da Lat,1.5,km,9.6,3 adult,300m˝,"4,275,000"
N?p ?m - ?Ö L?t,Da Lat,2.1,km,7.6,3 adult,null,"1,200,000"
NhÖ cóa B?t Homestay - ?Ö L?t,"Xuan Huong Lake, Da Lat",0.6,km,null,3 adult,150m˝,"960,000"
Bao Long Geust House Da Lat,Da Lat,0.9,km,null,3 adult,null,"350,000"
Phuong Hong Guesthouse,"Xuan Huong Lake, Da Lat",0.6,km,8.6,3 adult,null,"320,000"
TUTU House,Da Lat,0.7,km,8.8,3 adult,null,"1,500,000"
Thiàn Thanh Hotel,Da Lat,2,km,9.2,3 adult,null,"567,000"
Gifhouse,Da Lat,2.2,km,10,3 adult,100m˝,"1,656,000"
AmeSoeur Dalat,"Xuan Huong Lake, Da Lat",0.7,km,null,3 adult,null,"1,520,000"
Daisy Dalat House,"Xuan Huong Lake, Da Lat",0.7,km,8.7,3 adult,null,"540,000"
Ch? iu Homestay,Da Lat,1.2,km,9.7,3 adult,null,"1,080,000"
Meli homestay,Da Lat,3.4,km,null,3 adult,200m˝,"1,260,000"
Villa Hotel M?c TrÖ,Da Lat,1.4,km,null,3 adult,null,"765,000"
The K'rin Villa,"Xuan Huong Lake, Da Lat",0.5,km,7.9,3 adult,null,"1,697,500"
Yàn's Home,Da Lat,1.5,km,10,3 adult,null,"792,000"
Dalat Juicy Villa,"Xuan Huong Lake, Da Lat",2.3,km,null,3 adult,70m˝,"1,820,000"
L°nh Homestay ?Ö L?t,Da Lat,3.1,km,9.5,3 adult,null,"1,026,000"
Kh†ch s?n Trung NhÉn,Da Lat,0.7,km,8.6,3 adult,null,"475,000"
Aloha Homestay,Da Lat,1.3,km,9.5,3 adult,87m˝,"3,400,000"
Lien Huong Hotel,"Xuan Huong Lake, Da Lat",1.6,km,8,3 adult,null,"550,000"
Lacasa May,Da Lat,1.5,km,7.5,3 adult,null,"912,000"
Orchild Homestay Nguyàn C?n,Da Lat,1.9,km,null,3 adult,null,"900,000"
My Anh Guest House,"Xuan Huong Lake, Da Lat",400,m,8.4,3 adult,null,"400,000"
Sunny,Da Lat,0.7,km,9,3 adult,null,"1,632,000"
Sthouse Da Lat,Da Lat,1.4,km,8,3 adult,null,"510,000"
H1998 Homestay,Da Lat,3,km,9,3 adult,null,"507,471"
Mingo homestay,Da Lat,2.1,km,10,3 adult,200m˝,"1,350,000"
Anh Thy Homestay Da Lat,Da Lat,500,m,7.7,3 adult,null,"300,000"
Ngoc Nguyen Anh Da Lat,"Xuan Huong Lake, Da Lat",0.6,km,8,3 adult,null,"627,000"
ROSE HOTEL DALAT,Da Lat,1.2,km,8,3 adult,null,"550,000"
Kh†ch S?n ?Ö L?t - Villa Luxury Da Lat,"Xuan Huong Lake, Da Lat",350,m,10,3 adult,null,"1,477,000"
An Vy Hotel,"Xuan Huong Lake, Da Lat",2.2,km,9,3 adult,null,"658,000"
Duy Th?o 2 hotel,"Xuan Huong Lake, Da Lat",250,m,8.2,3 adult,30m˝,"600,000"
HD Group Hotel 2,"Xuan Huong Lake, Da Lat",0.7,km,8.1,3 adult,null,"533,000"
NhÖ Cì Ba Homestay,Da Lat,1.1,km,9.2,3 adult,null,"1,615,000"
Xinh Homestay,Da Lat,1.1,km,9.3,3 adult,null,"400,000"
M?t NgÖy ? Trong R?ng,Da Lat,7.8,km,9.5,3 adult,null,"3,840,000"
LA LAINE - Palynia Group,Da Lat,2.8,km,null,3 adult,100m˝,"4,550,000"
CEREJA Hotel & Resort Dalat,"Tuyen Lam Lake, Da Lat",6.4,km,7.6,3 adult,null,"3,082,500"
B?ng Stay,Da Lat,1.2,km,9.5,3 adult,null,"558,892"
Nguyàn c?n 6 phïng ng? dÖnh cho 6-16 kh†ch,Da Lat,1.1,km,10,3 adult,220m˝,"1,487,500"
The Luxe Da Lat,Da Lat,1.8,km,7.7,3 adult,null,"1,588,275"
H?ng Tóng Hotel,Da Lat,1.5,km,8.3,3 adult,null,"650,000"
B° ?? Homestay ?Ö L?t,Da Lat,400,m,null,3 adult,10m˝,"1,161,000"
?Ö L?t Sunshine Garden,Da Lat,9.6,km,8.9,3 adult,null,"765,000"
HANZ Thien Nien Ky Hotel Dalat,Da Lat,1.1,km,7.3,3 adult,null,"541,179"
HOMESTAY TH?Y D??NG,"Xuan Huong Lake, Da Lat",2.8,km,8.5,3 adult,null,"390,000"
Panorama Apartment,"Xuan Huong Lake, Da Lat",2.3,km,9.1,3 adult,52m˝,"990,000"
Melody Hotel,Da Lat,2.1,km,8.2,3 adult,null,"1,485,000"
C? S? L?u Tr£ Du L?ch Thanh Ng?c,Da Lat,1.7,km,10,3 adult,120m˝,"1,200,000"
Hoa Dat Da Lat Hotel,"Xuan Huong Lake, Da Lat",0.5,km,4.7,3 adult,null,"496,000"
Eco Home Da Lat,Da Lat,1.8,km,8.6,3 adult,null,"850,000"
MK Sweet House 1 - DaLat Center,"Xuan Huong Lake, Da Lat",300,m,8.6,3 adult,101m˝,"2,700,000"
Bolero Villa ?Ö L?t,Da Lat,3.1,km,10,3 adult,null,"1,700,000"
Stillus Boutique Hotel Dalat,Da Lat,2.2,km,7.8,3 adult,null,"1,800,000"
Moonlight Homestay,Da Lat,1.8,km,9.2,3 adult,null,"1,280,000"
Aura Apartment Da Lat,"Xuan Huong Lake, Da Lat",2.3,km,7.7,3 adult,99m˝,"1,599,000"
Thanh Th?y Hotel,Da Lat,0.8,km,8.6,3 adult,null,"850,230"
Guest House HaNa,"Xuan Huong Lake, Da Lat",0.6,km,6.3,3 adult,null,"382,500"
Kh?i HoÖng 2,"Xuan Huong Lake, Da Lat",350,m,8.5,3 adult,null,"524,880"
Homestay nguyàn c?n 4pn Gifhouse,Da Lat,1.2,km,null,3 adult,null,"1,482,000"
California Hotel,Da Lat,3,km,9.7,3 adult,null,"3,600,000"
An Nhi Hotel,Da Lat,0.8,km,8.7,3 adult,null,"1,525,500"
Bïn Stay & Coffee ?Ö L?t,Da Lat,1.8,km,9.7,3 adult,null,"684,845"
RiBe?s House,Da Lat,2.5,km,9.3,3 adult,null,"720,000"
Sandals Camellia Hotel,"Xuan Huong Lake, Da Lat",350,m,6,3 adult,null,"3,090,920"
H?t D? Homestay ?Ö L?t,"Xuan Huong Lake, Da Lat",2.3,km,null,3 adult,150m˝,"1,680,000"
HANZ Chuong Hotel Dalat,Da Lat,1,km,8.2,3 adult,null,"479,489"
?? Gia B?o Villa,Da Lat,3.9,km,9.1,3 adult,37m˝,"1,653,912"
Dalat Holiday Hotel,"Xuan Huong Lake, Da Lat",0.8,km,8.3,3 adult,null,"675,000"
EX Villa ?Ö L?t - Kh†ch s?n c? ?i?n Ph†p,Da Lat,2.1,km,8,3 adult,null,"1,658,160"
M?c Lan House,Da Lat,2.7,km,7.8,3 adult,70m˝,"630,000"
NhÖ nguyàn c?n ?¢n 6-10 kh†ch,Da Lat,1.5,km,10,3 adult,null,"780,000"
HUNA House,Da Lat,2.2,km,7.4,3 adult,null,"520,000"
Home 1/31 NhÖ Chung ?Ö L?t,Da Lat,0.8,km,9.4,3 adult,160m˝,"1,750,000"
The Brick Home dalat,Da Lat,1,km,8.8,3 adult,null,"800,000"
Hello Dalat Hostel,"Xuan Huong Lake, Da Lat",400,m,9.1,3 adult,null,"567,000"
Minh Uyen Homestay,Da Lat,0.9,km,9.4,3 adult,null,"690,000"
G-Rosa Hotel,"Xuan Huong Lake, Da Lat",350,m,8.4,3 adult,null,"450,000"
Parisia in Dalat,Da Lat,0.9,km,null,3 adult,25m˝,"10,000,000"
Elegant Dalat Hotel,Da Lat,1.4,km,9.1,3 adult,null,"900,000"
