name,address,distance,distance_type,rating,capaciity,area,price
Linh Ph??ng 1 Hotel,Can Tho,1.5,km,8.7,2 adult,null,"500,000"
International Hotel,Can Tho,0.6,km,6.2,2 adult,null,"774,217"
Can Tho Orchid Garden Homestay,Can Tho,3.7,km,8.9,2 adult,null,"475,000"
Hotel Massage Qu? Phi,Can Tho,1.4,km,7.2,2 adult,null,"350,000"
Can Tho Home & Apartment 3,Can Tho,350,m,10,2 adult,null,"1,020,000"
Vamxang Rustic Home,Can Tho,11.2,km,9.5,2 adult,null,"1,080,000"
Th?nh's House,Can Tho,1.8,km,9.7,2 adult,null,"350,000"
Soda House C?n Th?,Can Tho,6,km,7.2,2 adult,null,"252,000"
Kim Thuy Ngan Ha Hotel,Can Tho,500,m,6.6,2 adult,null,"500,000"
Nh… Ngh? Th…nh ??t,Can Tho,2.8,km,null,2 adult,null,"240,000"
AN NG?C HOTEL,Can Tho,1.4,km,7.3,2 adult,null,"370,000"
NAMA HOTEL - Ninh Kieu Center,Can Tho,1.3,km,8.6,2 adult,null,"364,500"
Tan Tay Do Hotel,Can Tho,1.4,km,5.9,2 adult,null,"260,000"
Linh Phuong 5 Hotel,Can Tho,1.7,km,8.3,2 adult,null,"500,000"
MMis Hostel II,Can Tho,2.7,km,8.7,2 adult,null,"400,000"
Huynh Lac Can Tho Hotel,Can Tho,200,m,7.7,2 adult,null,"320,000"
CASA ECO Mekong Homestay,Can Tho,9,km,7.6,2 adult,25mý,"1,085,000"
Tan Loc Hotel Can Tho City,Can Tho,1.7,km,6,2 adult,null,"330,000"
HO GIA AN Home - Double Room,Can Tho,5.6,km,9,2 adult,null,"400,000"
Kim Lan Hotel,Can Tho,200,m,7.9,2 adult,null,"592,200"
Amy Hotel,Can Tho,450,m,7.6,2 adult,null,"574,000"
Nam Bo Boutique Hotel,Can Tho,0.6,km,8.6,2 adult,null,"1,598,454"
Aura Hotel,Can Tho,1.2,km,7.8,2 adult,null,"350,000"
BangBang Motel,Can Tho,0.6,km,7.9,2 adult,null,"180,000"
Nesta Hotel Can Tho,Can Tho,2.2,km,7.6,2 adult,null,"1,066,188"
LION 3 HOTEL,Can Tho,1.3,km,8.3,2 adult,null,"490,000"
Van Phat Riverside Hotel,Can Tho,3.2,km,8.3,2 adult,null,"1,758,240"
M? Kh nh Resort,Can Tho,9.7,km,7.6,2 adult,null,"599,000"
Saigon Can Tho Hotel,Can Tho,450,m,5.9,2 adult,null,"600,000"
Hoang Hai Dang 1 Hotel,Can Tho,400,m,7.2,2 adult,null,"300,000"
Number One Hotel,Can Tho,0.6,km,6.3,2 adult,null,"360,000"
Linh Phuong 2 Hotel,Can Tho,1.3,km,8.3,2 adult,null,"658,800"
Royal Hotel Can Tho,Can Tho,3.4,km,8,2 adult,null,"375,000"
The Lighthouse,Can Tho,0.6,km,9.2,2 adult,null,"990,000"
Six Homestay,Can Tho,0.6,km,8.6,2 adult,null,"243,000"
MILAND HOTEL,Can Tho,3,km,7.8,2 adult,null,"250,000"
Can Tho Eco Resort Powered by ASTON,Can Tho,13.2,km,8.8,2 adult,null,"1,641,600"
Enjoy Mekong Hostel,Can Tho,500,m,6.7,2 adult,null,"216,000"
MISS HOSTEL C?N TH?,Can Tho,2.7,km,8.7,2 adult,null,"280,000"
WELKOM INN,Can Tho,1.5,km,9.5,2 adult,null,"400,000"
Ninh Kieu Riverside Hotel,Can Tho,0.9,km,7.7,2 adult,null,"1,450,000"
Homestay My Thuan,Can Tho,9,km,null,2 adult,null,"800,000"
Anh Dao Mekong 2 Hotel,Can Tho,3.7,km,8.5,2 adult,null,"900,000"
Gikgo Can Tho,Can Tho,1.2,km,9.6,2 adult,null,"414,000"
Queenie House,Can Tho,0.6,km,9.5,2 adult,null,"490,000"
Adora Central Park Hostel,Can Tho,450,m,8.2,2 adult,null,"469,590"
Azerai Can Tho,Can Tho,1.4,km,9.3,2 adult,null,"5,648,412"
Song Ng? Pisces Homestay,Can Tho,8.7,km,8.6,2 adult,null,"800,000"
Cato Homestay,Can Tho,8.7,km,8.6,2 adult,23mý,"700,000"
KP Hotel,Can Tho,400,m,8.3,2 adult,null,"822,000"
Binh Minh Eco Lodge,Can Tho,3.2,km,9.2,2 adult,null,"2,700,000"
Chill Guesthouse Can Tho,Can Tho,400,m,9.3,2 adult,null,"300,000"
Apple Hotel,Can Tho,3,km,8.5,2 adult,null,"550,000"
MEKONG SILT ECOLODGE,Can Tho,10,km,9,2 adult,null,"1,400,000"
09 Homestay,Can Tho,2,km,8.8,2 adult,null,"280,000"
Linh Phuong 3 Hotel,Can Tho,1.3,km,8,2 adult,null,"621,000"
Kh ch s?n Long H…,Can Tho,0.9,km,8.6,2 adult,null,"1,251,275"
54 Homestay,Can Tho,300,m,8.4,2 adult,null,"270,000"
Quyen's house,Can Tho,300,m,8.5,2 adult,null,"350,000"
Victoria Can Tho Resort,Can Tho,1.3,km,8.9,2 adult,null,"2,990,400"
LION HOTEL,Can Tho,1.3,km,8.2,2 adult,null,"390,000"
K2 Homestay & Coffee,Can Tho,0.6,km,8.2,2 adult,null,"470,000"
H? PH??NG HOTEL,Can Tho,1.6,km,9.1,2 adult,null,"358,020"
Linh Phuong 6 Hotel,Can Tho,5.4,km,8.1,2 adult,null,"500,000"
Homestay C“ G i Vi?t,Can Tho,1.4,km,null,2 adult,null,"400,000"
RedDoorz Kim An Hotel near Quang Trung,Can Tho,1.4,km,9,2 adult,null,"261,990"
Can Tho Ecolodge,Can Tho,6.9,km,8.2,2 adult,null,"2,236,000"
Green Village Mekong,Can Tho,7.1,km,9.4,2 adult,55mý,"1,161,000"
RedDoorz My Ngoc Hotel Le Loi,Can Tho,1.9,km,6,2 adult,null,"313,110"
TTC Hotel - Can Tho,Can Tho,0.8,km,8.4,2 adult,null,"1,134,276"
Grandma's House,Can Tho,5.5,km,null,2 adult,null,"200,000"
Sheraton Can Tho,Can Tho,1.3,km,9,2 adult,null,"2,419,999"
Maison de L‚a - Homestay & Coffee 2,Can Tho,0.9,km,9.6,2 adult,null,"540,000"
Mekong Rustic Can Tho,Can Tho,11.6,km,8.5,2 adult,null,"1,158,050"
Magnolia's Can Tho,Can Tho,350,m,8.3,2 adult,18mý,"730,000"
Aluny Boutiquestay,Can Tho,0.6,km,5.5,2 adult,null,"600,000"
Con Khuong Resort Can Tho,Can Tho,3.8,km,8.8,2 adult,null,"1,101,600"
MEKONG DANIEL HOMESTAY CAN THO,Can Tho,11.8,km,9.1,2 adult,null,"680,000"
Mekong Delta Ricefield Lodge,Can Tho,20.7,km,9.7,2 adult,null,"1,099,000"
N&D Homestay K20,Can Tho,2.5,km,5.5,2 adult,null,"380,000"
V?N L?C HOTEL,Can Tho,400,m,8.2,2 adult,null,"475,997"
Anh Dao Mekong Hotel,Can Tho,450,m,8.2,2 adult,null,"400,000"
Boutique Lodge Can Tho Homestay,Can Tho,10.1,km,9.9,2 adult,null,"810,000"
Masawi Home,Can Tho,11.9,km,null,2 adult,null,"336,000"
Kim Tho Hotel,Can Tho,0.7,km,7.7,2 adult,null,"990,000"
Mekong Rose Hotel,Can Tho,1.4,km,8.2,2 adult,null,"279,000"
Bamboo Eco Village,Can Tho,9,km,9.4,2 adult,null,"1,200,000"
